Order Date,Requested Delivery Date,Customer Country Code,Product Code,Description,Order Type,Customer Order Code,Value,Currency,Items,Route
22.06.2011,15.02.2009,NO,P1202,Heavy-Duty Parka,VO,C62180,510.05,CNY,76,R16
23.05.2011,10.04.2011,NL,P2289,Lightweight Parka,VO,C62277,458.45,USD,57,R13
17.03.2010,11.06.2010,DE,P6886,Lightweight Parka,VO,C29691,252.22,JPY,14,R27
02.11.2009,31.03.2010,SE,P8833,Waterproof Parka,VO,C16548,789.45,CNY,94,R26
29.01.2011,13.04.2011,NL,P1199,Heavy-Duty Parka,RO,C23280,744.53,JPY,83,R14
07.12.2009,10.03.2010,FR,P2928,Heavy-Duty Parka,VO,C29707,276.11,EUR,72,R17
01.09.2010,23.04.2011,FI,P2359,Heavy-Duty Parka,VO,C87542,562.99,JPY,91,R31
13.12.2011,06.02.2011,ES,P9494,Lightweight Parka,VO,C89903,471.32,CNY,18,R40
25.12.2009,19.05.2010,SE,P5291,Lightweight Parka,VO,C76638,496.91,CNY,8,R34
14.10.2010,10.12.2010,RU,P9745,Winter Parka,RO,C25778,741.12,EUR,86,R45
20.12.2011,21.12.2010,RU,P2894,Winter Parka,VO,C59882,277.36,JPY,80,R6
26.10.2009,27.02.2011,RU,P8042,Lightweight Parka,VO,C63744,872.46,INR,47,R10
17.10.2011,17.03.2011,FI,P8216,Lightweight Parka,VO,C54226,146.7,INR,81,R25
09.05.2009,05.09.2009,RU,P3532,Heavy-Duty Parka,RO,C68089,696.65,JPY,58,R37
05.06.2009,07.07.2011,NL,P3164,Heavy-Duty Parka,RO,C92112,690.35,JPY,43,R20
20.03.2011,01.05.2011,IT,P9096,Winter Parka,VO,C61276,57.53,CNY,18,R15
11.07.2010,19.07.2009,NO,P8816,Heavy-Duty Parka,RO,C84741,193.86,INR,3,R33
25.04.2011,28.11.2009,IT,P6709,Waterproof Parka,RO,C68564,716.62,CNY,27,R22
05.10.2011,20.12.2010,PL,P6556,Winter Parka,VO,C65388,786.71,JPY,34,R36
11.10.2009,02.01.2010,ES,P8882,Lightweight Parka,VO,C92963,129.85,INR,74,R23
26.08.2010,22.06.2010,IT,P3552,Lightweight Parka,VO,C71797,813.22,CNY,76,R31
09.11.2010,03.07.2010,NO,P6931,Winter Parka,RO,C17878,501.94,USD,41,R2
29.09.2011,13.12.2009,ES,P1732,Waterproof Parka,VO,C47871,106.37,JPY,9,R26
14.12.2010,30.04.2009,SE,P7477,Lightweight Parka,VO,C83933,495.74,EUR,4,R32
19.11.2010,02.06.2011,FI,P6885,Lightweight Parka,VO,C44694,140.77,JPY,35,R30
09.02.2009,19.02.2009,ES,P3583,Winter Parka,RO,C13898,833.38,USD,26,R5
18.04.2009,13.09.2011,RU,P4710,Lightweight Parka,RO,C59478,85.43,CNY,100,R11
06.11.2010,18.06.2010,IT,P7078,Heavy-Duty Parka,VO,C10894,159.81,USD,27,R9
23.09.2009,05.12.2010,PL,P2949,Waterproof Parka,VO,C78564,240.53,JPY,68,R1
11.04.2011,01.03.2010,IT,P6806,Heavy-Duty Parka,VO,C74477,212.8,INR,20,R46
15.04.2010,23.04.2009,FR,P5808,Waterproof Parka,RO,C70626,777.85,INR,68,R24
27.05.2009,23.10.2009,NO,P8264,Heavy-Duty Parka,VO,C11404,804.39,INR,30,R3
19.05.2009,13.03.2011,FR,P1362,Lightweight Parka,VO,C45172,401.98,JPY,37,R11
02.07.2009,09.08.2009,NL,P2201,Waterproof Parka,VO,C10188,39.47,USD,10,R49
05.08.2010,10.08.2010,PL,P1555,Heavy-Duty Parka,VO,C68735,498.51,JPY,5,R31
30.06.2011,20.08.2010,FR,P6508,Heavy-Duty Parka,RO,C92170,310.2,USD,15,R17
11.02.2009,26.09.2011,SE,P1055,Waterproof Parka,VO,C40716,319.7,INR,58,R26
15.09.2009,16.10.2009,DE,P4641,Winter Parka,VO,C65603,458.34,EUR,49,R50
22.12.2010,20.11.2010,FI,P3039,Waterproof Parka,RO,C47988,719.4,JPY,55,R45
23.12.2010,14.01.2010,RU,P7243,Heavy-Duty Parka,VO,C19818,698.87,CNY,61,R11
17.02.2011,25.04.2011,DE,P8261,Waterproof Parka,VO,C62965,216.47,INR,18,R22
20.09.2010,16.03.2010,DE,P8398,Heavy-Duty Parka,VO,C35991,641.54,INR,65,R27
24.06.2010,27.08.2009,DE,P7005,Winter Parka,VO,C63488,790.98,CNY,82,R33
16.07.2010,06.10.2010,NL,P1615,Waterproof Parka,RO,C78377,882.58,JPY,9,R8
25.11.2010,11.02.2011,NL,P8335,Winter Parka,VO,C51325,941.47,INR,91,R37
23.09.2009,08.11.2010,FR,P3234,Heavy-Duty Parka,VO,C61068,201.32,EUR,98,R12
12.11.2009,15.01.2010,FR,P3555,Heavy-Duty Parka,VO,C50368,74.21,CNY,22,R42
08.02.2011,10.08.2011,SE,P8927,Winter Parka,RO,C68603,906.89,USD,16,R10
21.05.2009,20.03.2010,NO,P4251,Heavy-Duty Parka,VO,C43407,714.31,EUR,67,R33
19.12.2011,18.12.2011,DE,P4319,Waterproof Parka,VO,C38041,425.33,EUR,41,R45
28.11.2010,30.08.2009,IT,P1114,Winter Parka,RO,C54750,795.63,CNY,73,R33
21.05.2009,22.07.2009,FI,P4408,Heavy-Duty Parka,RO,C58212,820.02,EUR,95,R30
14.02.2010,04.11.2010,SE,P1866,Heavy-Duty Parka,RO,C69490,649.12,EUR,88,R48
02.11.2011,06.03.2010,NL,P2916,Lightweight Parka,RO,C58212,965.6,EUR,99,R3
24.09.2011,14.08.2010,NO,P5917,Lightweight Parka,VO,C87745,976.49,USD,65,R17
01.05.2009,08.10.2010,NO,P8914,Winter Parka,RO,C78268,792.34,JPY,69,R5
01.03.2010,29.06.2009,DE,P4166,Winter Parka,VO,C29250,444.12,INR,46,R38
25.03.2011,03.04.2009,NO,P2812,Winter Parka,RO,C44689,888.01,USD,60,R28
15.06.2011,11.01.2011,IT,P4538,Lightweight Parka,VO,C80218,69.58,USD,62,R10
28.03.2009,01.10.2010,NO,P3958,Winter Parka,RO,C21875,812.53,INR,17,R2
05.11.2011,25.03.2011,ES,P2558,Winter Parka,RO,C21824,246.52,INR,26,R26
08.05.2009,11.02.2011,RU,P2048,Waterproof Parka,VO,C12575,541.58,USD,73,R4
22.02.2009,31.08.2010,PL,P6438,Waterproof Parka,VO,C69568,595.88,USD,81,R49
13.12.2010,19.11.2011,NO,P2687,Heavy-Duty Parka,RO,C28755,59.65,CNY,39,R1
20.10.2010,08.04.2011,RU,P1749,Winter Parka,RO,C54025,732.58,EUR,66,R46
25.04.2011,15.12.2011,IT,P5370,Waterproof Parka,RO,C99936,266.43,USD,9,R7
18.12.2011,26.03.2010,SE,P2448,Lightweight Parka,VO,C54290,118.7,USD,48,R6
04.12.2011,08.07.2010,DE,P2265,Waterproof Parka,RO,C62707,909.7,EUR,22,R27
09.10.2010,14.10.2009,PL,P6963,Lightweight Parka,VO,C90272,336.4,USD,44,R14
23.01.2010,14.10.2009,IT,P5766,Winter Parka,RO,C46510,947.87,USD,5,R41
03.10.2011,04.08.2009,NO,P4194,Lightweight Parka,VO,C14805,715.85,INR,38,R35
13.04.2010,02.03.2009,FR,P4506,Lightweight Parka,RO,C25605,500.74,CNY,10,R5
27.01.2010,16.10.2010,PL,P9633,Heavy-Duty Parka,VO,C35774,721.91,CNY,76,R28
18.12.2011,04.06.2010,NL,P6379,Heavy-Duty Parka,VO,C20310,320.33,CNY,18,R21
28.10.2011,09.07.2011,FR,P8461,Lightweight Parka,VO,C85522,427.88,USD,54,R5
07.05.2011,10.11.2009,IT,P6691,Waterproof Parka,VO,C51298,364.06,INR,61,R40
13.02.2010,14.12.2011,ES,P8405,Lightweight Parka,VO,C46568,643.83,INR,58,R36
08.06.2009,24.04.2010,FI,P3347,Heavy-Duty Parka,VO,C54440,862.58,CNY,39,R21
26.05.2010,31.01.2009,FR,P9228,Lightweight Parka,VO,C52878,495.77,JPY,78,R1
12.02.2010,14.11.2011,DE,P5003,Waterproof Parka,VO,C28438,682.96,JPY,90,R47
28.09.2011,20.02.2010,FR,P6159,Winter Parka,RO,C29718,644.38,CNY,55,R29
01.07.2010,21.04.2011,NL,P3572,Lightweight Parka,VO,C95906,373.87,USD,30,R33
13.06.2010,22.07.2011,PL,P2331,Heavy-Duty Parka,VO,C47694,731.37,USD,73,R46
19.04.2010,27.10.2010,IT,P7839,Waterproof Parka,VO,C44307,788.64,INR,1,R40
22.06.2010,31.12.2010,FR,P8466,Waterproof Parka,VO,C35168,197.28,INR,25,R14
09.07.2010,13.06.2010,SE,P8252,Lightweight Parka,RO,C50356,542.87,CNY,16,R11
05.09.2009,21.03.2010,ES,P1594,Lightweight Parka,VO,C82283,775.24,CNY,41,R33
29.05.2011,02.01.2010,PL,P4082,Heavy-Duty Parka,RO,C95051,133.12,EUR,41,R47
26.03.2010,26.01.2011,DE,P3004,Heavy-Duty Parka,VO,C62512,566.38,USD,78,R42
26.05.2010,18.03.2009,PL,P1802,Heavy-Duty Parka,RO,C47405,493.55,JPY,9,R9
12.03.2009,15.10.2009,PL,P1295,Waterproof Parka,VO,C34229,162.26,INR,11,R3
24.04.2010,19.12.2010,FI,P1658,Heavy-Duty Parka,VO,C39438,502.73,CNY,77,R35
18.12.2009,04.11.2010,PL,P8890,Winter Parka,RO,C61150,727.02,CNY,8,R28
06.05.2011,01.04.2011,NO,P5577,Heavy-Duty Parka,VO,C48397,572.81,USD,42,R48
03.10.2010,18.03.2010,FI,P4147,Lightweight Parka,VO,C53250,415.33,USD,91,R36
04.05.2010,26.04.2009,IT,P9906,Heavy-Duty Parka,VO,C36020,370.24,INR,16,R30
29.09.2011,23.08.2009,PL,P9670,Winter Parka,RO,C63299,807.66,CNY,14,R23
01.02.2009,05.02.2010,FR,P6387,Heavy-Duty Parka,VO,C54189,191.14,CNY,89,R20
08.07.2009,30.11.2009,FI,P1828,Waterproof Parka,VO,C96972,808.75,USD,66,R33
30.05.2010,07.08.2010,NL,P7237,Waterproof Parka,RO,C48077,804.1,USD,27,R22
07.06.2009,25.11.2009,NO,P5101,Heavy-Duty Parka,RO,C57269,445.6,EUR,65,R18
30.09.2009,04.02.2010,DE,P8538,Lightweight Parka,VO,C57145,713.83,JPY,27,R36
04.09.2009,24.11.2009,NO,P1610,Waterproof Parka,RO,C53946,551.4,CNY,61,R31
19.02.2010,30.06.2009,ES,P6271,Winter Parka,VO,C29598,437.92,INR,77,R20
09.06.2011,04.05.2009,FR,P9629,Winter Parka,RO,C95438,11.45,EUR,53,R4
20.06.2010,10.03.2009,SE,P3542,Winter Parka,VO,C93715,781.1,INR,85,R17
07.11.2009,15.08.2009,FR,P9873,Waterproof Parka,VO,C34860,27.29,EUR,82,R8
18.12.2009,31.08.2010,NO,P3773,Heavy-Duty Parka,VO,C57360,897.36,CNY,45,R11
15.11.2009,18.08.2010,NL,P4296,Winter Parka,VO,C10544,557.44,CNY,40,R30
25.01.2009,01.08.2011,FR,P6699,Lightweight Parka,VO,C62479,80.16,EUR,98,R48
25.03.2009,28.09.2011,IT,P5118,Waterproof Parka,VO,C88947,677.15,INR,19,R26
28.01.2009,10.03.2009,DE,P5321,Heavy-Duty Parka,VO,C48518,976.22,USD,85,R6
18.01.2010,11.12.2009,PL,P8612,Waterproof Parka,VO,C74555,261.67,EUR,48,R7
21.08.2011,26.07.2009,NL,P8814,Winter Parka,VO,C83072,578.65,USD,43,R33
28.02.2011,27.12.2009,ES,P2700,Heavy-Duty Parka,RO,C13456,866.38,USD,88,R2
13.02.2010,29.10.2009,NL,P7616,Lightweight Parka,RO,C80478,429.55,EUR,8,R45
05.03.2009,11.02.2011,ES,P3424,Heavy-Duty Parka,RO,C27046,876.33,JPY,55,R19
09.05.2010,27.08.2011,RU,P9329,Heavy-Duty Parka,RO,C28157,638.31,INR,24,R5
21.07.2010,20.01.2011,RU,P9643,Heavy-Duty Parka,RO,C68935,325.87,EUR,27,R26
09.07.2011,17.01.2010,PL,P2818,Waterproof Parka,RO,C66479,729.64,EUR,27,R14
15.02.2010,19.06.2011,SE,P5967,Winter Parka,RO,C35800,708.95,JPY,66,R27
09.01.2009,22.02.2009,IT,P8244,Heavy-Duty Parka,VO,C21574,91.0,CNY,31,R25
19.04.2009,07.10.2009,IT,P9612,Lightweight Parka,VO,C59163,880.09,EUR,50,R43
08.03.2011,29.05.2010,NL,P2930,Heavy-Duty Parka,VO,C18076,366.44,USD,25,R30
12.12.2010,30.08.2011,PL,P6783,Heavy-Duty Parka,VO,C75918,713.98,INR,52,R46
04.06.2010,19.10.2011,ES,P1443,Winter Parka,VO,C12592,224.83,JPY,25,R9
17.11.2011,20.04.2010,ES,P3892,Heavy-Duty Parka,VO,C41683,318.47,CNY,45,R46
19.03.2011,13.07.2009,NO,P7563,Winter Parka,RO,C66299,707.83,INR,58,R18
18.11.2011,20.06.2009,PL,P9337,Heavy-Duty Parka,RO,C20009,397.89,EUR,38,R26
22.02.2009,24.12.2010,IT,P6009,Lightweight Parka,VO,C46582,134.16,INR,65,R7
17.08.2010,17.05.2009,DE,P5179,Lightweight Parka,RO,C24834,285.6,EUR,28,R16
17.01.2010,13.03.2010,FR,P9851,Heavy-Duty Parka,RO,C47367,207.39,USD,62,R28
09.02.2009,14.03.2009,ES,P9895,Lightweight Parka,VO,C85602,215.68,EUR,92,R23
13.05.2011,11.09.2009,PL,P7511,Lightweight Parka,RO,C56421,842.34,USD,55,R24
29.03.2011,03.01.2011,NO,P7730,Winter Parka,VO,C91869,666.26,JPY,66,R34
24.04.2011,15.05.2010,SE,P1777,Lightweight Parka,VO,C91768,639.11,JPY,39,R27
07.10.2010,24.01.2011,ES,P5166,Heavy-Duty Parka,VO,C62248,405.18,EUR,53,R20
02.11.2009,02.01.2011,PL,P3394,Heavy-Duty Parka,VO,C39880,507.89,INR,20,R31
10.10.2011,09.03.2011,FR,P7753,Lightweight Parka,RO,C89317,879.08,EUR,48,R3
29.07.2010,03.07.2010,FI,P5508,Winter Parka,VO,C85382,134.27,USD,56,R25
28.09.2011,24.02.2011,SE,P9976,Heavy-Duty Parka,RO,C19063,64.76,CNY,15,R3
16.06.2011,24.10.2011,NO,P1152,Winter Parka,VO,C14114,586.86,EUR,83,R5
01.01.2009,20.08.2009,NL,P6619,Lightweight Parka,RO,C48801,568.46,EUR,8,R35
16.09.2011,22.03.2010,NO,P3209,Heavy-Duty Parka,RO,C20089,165.77,EUR,28,R2
20.01.2010,23.12.2009,SE,P7230,Lightweight Parka,RO,C27315,612.97,JPY,32,R28
28.08.2009,27.06.2011,NO,P6310,Lightweight Parka,RO,C81209,700.0,CNY,80,R50
27.10.2011,06.06.2011,NL,P6390,Winter Parka,VO,C27725,312.11,CNY,86,R36
06.02.2010,04.07.2009,SE,P6970,Winter Parka,RO,C59007,734.54,JPY,19,R16
31.01.2010,24.01.2011,PL,P2542,Waterproof Parka,VO,C20022,366.86,EUR,33,R16
12.03.2010,24.03.2009,IT,P3702,Waterproof Parka,RO,C17570,478.03,INR,86,R20
13.03.2011,04.10.2010,FR,P5267,Waterproof Parka,RO,C98223,514.9,CNY,73,R36
24.10.2009,03.10.2010,IT,P1998,Winter Parka,RO,C62941,401.07,INR,6,R11
14.07.2009,24.08.2011,RU,P9165,Waterproof Parka,VO,C65917,35.48,USD,13,R35
01.03.2010,18.10.2009,IT,P3496,Heavy-Duty Parka,RO,C21649,890.28,INR,90,R7
24.06.2009,08.06.2009,PL,P2470,Heavy-Duty Parka,RO,C47195,896.21,CNY,62,R25
15.01.2009,16.03.2010,ES,P5782,Winter Parka,RO,C76667,180.14,CNY,8,R11
08.07.2010,24.01.2010,IT,P1435,Winter Parka,RO,C64689,35.6,INR,43,R1
02.11.2010,04.09.2009,FI,P8361,Heavy-Duty Parka,RO,C59753,738.36,JPY,58,R4
20.01.2009,20.04.2011,FR,P2467,Lightweight Parka,VO,C52230,978.77,INR,74,R27
03.05.2010,15.10.2010,RU,P5196,Winter Parka,VO,C14806,718.51,JPY,73,R22
12.12.2010,11.07.2010,NL,P2438,Winter Parka,RO,C30701,775.93,USD,87,R40
02.04.2010,02.09.2009,RU,P6374,Winter Parka,RO,C23523,800.95,CNY,60,R24
16.08.2009,15.10.2010,IT,P6734,Lightweight Parka,RO,C18491,584.85,CNY,8,R48
29.07.2011,16.07.2011,IT,P2060,Winter Parka,RO,C19655,869.32,USD,34,R41
10.11.2009,12.01.2009,FR,P3646,Waterproof Parka,VO,C17175,599.42,JPY,2,R25
03.01.2011,24.04.2010,DE,P6187,Lightweight Parka,RO,C40601,285.45,USD,65,R44
29.05.2009,28.06.2009,DE,P9813,Winter Parka,VO,C97505,974.44,EUR,36,R27
22.12.2010,25.06.2010,PL,P8578,Waterproof Parka,RO,C63817,89.18,EUR,74,R45
31.03.2011,29.10.2011,DE,P7055,Heavy-Duty Parka,RO,C98178,575.37,USD,98,R8
12.05.2011,11.11.2011,IT,P4230,Lightweight Parka,RO,C43787,320.04,EUR,69,R46
28.10.2011,11.08.2010,ES,P1625,Heavy-Duty Parka,RO,C12254,89.39,INR,58,R38
20.04.2010,28.08.2010,NO,P2666,Winter Parka,RO,C16766,106.57,INR,41,R46
04.10.2010,17.05.2010,PL,P8732,Heavy-Duty Parka,RO,C63328,416.94,USD,34,R1
16.02.2009,07.01.2009,RU,P2363,Winter Parka,VO,C31830,292.88,INR,27,R50
22.04.2011,27.01.2009,NL,P7566,Heavy-Duty Parka,RO,C81729,390.41,JPY,54,R40
16.07.2010,30.04.2011,ES,P1181,Lightweight Parka,VO,C91787,752.3,USD,99,R47
23.03.2011,13.10.2011,FR,P9338,Lightweight Parka,VO,C32316,235.09,INR,6,R11
24.05.2009,07.01.2011,IT,P3208,Lightweight Parka,VO,C32789,12.49,CNY,8,R49
14.11.2011,18.01.2009,FI,P4112,Lightweight Parka,VO,C71676,150.3,JPY,6,R40
09.01.2011,16.11.2009,RU,P4214,Winter Parka,RO,C73166,843.14,CNY,88,R46
03.05.2010,21.08.2009,FR,P1787,Waterproof Parka,RO,C68271,903.13,JPY,74,R45
21.08.2010,06.09.2010,ES,P5679,Winter Parka,VO,C69125,703.09,JPY,16,R50
07.05.2009,17.01.2009,RU,P1473,Waterproof Parka,VO,C87027,349.09,JPY,66,R24
25.03.2010,10.02.2011,ES,P2371,Winter Parka,VO,C66299,303.07,CNY,20,R33
22.06.2011,04.09.2010,ES,P9160,Lightweight Parka,RO,C52902,610.4,EUR,13,R23
17.12.2010,02.03.2010,FI,P1016,Heavy-Duty Parka,VO,C88111,450.63,CNY,41,R24
23.02.2010,06.08.2010,SE,P2895,Winter Parka,VO,C45163,647.52,CNY,37,R43
04.03.2009,25.08.2011,IT,P2866,Waterproof Parka,VO,C85774,823.9,JPY,33,R5
25.01.2011,26.03.2010,NL,P6441,Waterproof Parka,VO,C27544,431.43,CNY,82,R12
24.07.2009,24.08.2011,DE,P5845,Lightweight Parka,RO,C40390,342.58,INR,59,R9
18.05.2011,04.05.2009,NL,P2832,Waterproof Parka,VO,C73340,775.18,USD,16,R48
29.05.2011,06.07.2009,DE,P4219,Waterproof Parka,VO,C32659,64.23,CNY,75,R29
07.10.2010,01.09.2009,NL,P1715,Winter Parka,VO,C51551,16.56,JPY,45,R43
29.07.2011,18.12.2009,NO,P8386,Winter Parka,VO,C78006,871.44,INR,16,R24
27.04.2009,02.09.2009,DE,P1939,Heavy-Duty Parka,VO,C36132,520.39,JPY,77,R49
13.03.2011,30.06.2011,ES,P2464,Waterproof Parka,VO,C38307,100.45,JPY,75,R39
01.03.2011,07.03.2009,NL,P9792,Lightweight Parka,RO,C86375,547.64,USD,33,R28
09.09.2009,03.06.2011,NL,P8564,Lightweight Parka,VO,C55561,440.16,JPY,94,R4
29.12.2010,20.06.2011,PL,P2919,Lightweight Parka,RO,C84508,43.64,CNY,24,R10
05.04.2010,07.02.2010,DE,P5631,Lightweight Parka,RO,C26134,455.37,INR,99,R9
20.01.2009,15.06.2011,FR,P6845,Waterproof Parka,RO,C88849,230.78,JPY,81,R6
12.08.2010,02.09.2011,ES,P3067,Winter Parka,RO,C53361,665.58,EUR,95,R17
12.09.2010,13.06.2011,FI,P8518,Heavy-Duty Parka,VO,C64551,443.34,CNY,63,R31
12.11.2010,03.11.2009,FR,P6482,Lightweight Parka,RO,C12263,774.37,CNY,95,R48
04.05.2009,16.10.2009,NL,P5042,Winter Parka,RO,C80159,130.51,JPY,34,R33
18.07.2009,08.08.2009,NL,P2013,Heavy-Duty Parka,VO,C65050,462.77,CNY,72,R39
17.03.2009,26.01.2009,FR,P7892,Waterproof Parka,VO,C76002,73.29,USD,81,R18
05.12.2010,25.09.2009,SE,P9977,Winter Parka,VO,C99244,603.84,EUR,39,R49
01.10.2011,30.08.2009,DE,P2500,Heavy-Duty Parka,RO,C70618,463.64,JPY,82,R23
13.01.2011,24.04.2011,FI,P3432,Winter Parka,RO,C94504,30.93,INR,24,R6
09.05.2009,18.10.2010,NO,P3134,Winter Parka,RO,C29938,449.19,JPY,54,R2
22.01.2011,22.11.2011,IT,P9352,Heavy-Duty Parka,RO,C82817,964.7,JPY,27,R26
04.07.2009,31.05.2011,IT,P6046,Winter Parka,VO,C10181,744.54,JPY,79,R34
21.08.2011,01.04.2010,FI,P6056,Winter Parka,VO,C23649,114.15,USD,20,R18
16.05.2009,04.08.2011,NO,P6150,Lightweight Parka,RO,C82239,361.73,JPY,99,R25
16.07.2010,24.07.2011,NL,P4553,Heavy-Duty Parka,RO,C53995,424.96,INR,22,R45
25.04.2009,31.08.2011,FI,P9467,Lightweight Parka,VO,C11399,422.67,USD,43,R5
31.01.2009,08.09.2010,NL,P4570,Lightweight Parka,VO,C64178,525.68,INR,55,R41
24.03.2009,03.06.2011,ES,P3722,Heavy-Duty Parka,VO,C65351,611.52,INR,89,R24
30.10.2011,03.09.2011,ES,P2461,Heavy-Duty Parka,VO,C55939,383.41,CNY,9,R26
10.09.2011,19.06.2010,NL,P7645,Winter Parka,RO,C75061,558.77,JPY,100,R38
07.05.2011,27.02.2009,DE,P5532,Heavy-Duty Parka,RO,C76604,884.74,CNY,33,R34
26.06.2010,29.01.2009,FR,P9561,Waterproof Parka,VO,C33473,219.23,JPY,79,R31
18.08.2009,10.05.2011,PL,P8463,Waterproof Parka,RO,C41330,602.15,CNY,8,R39
16.10.2010,08.04.2010,ES,P2352,Lightweight Parka,RO,C59615,632.97,CNY,40,R24
21.01.2010,02.02.2010,DE,P3482,Lightweight Parka,RO,C99371,825.31,INR,90,R48
30.04.2009,25.07.2011,FI,P2246,Lightweight Parka,VO,C23123,206.01,USD,52,R18
14.12.2010,06.08.2010,PL,P6920,Winter Parka,RO,C94675,863.03,USD,13,R38
21.12.2011,23.01.2011,RU,P6978,Waterproof Parka,VO,C18934,935.03,INR,27,R41
05.03.2009,24.08.2010,IT,P6620,Winter Parka,VO,C94945,261.77,USD,59,R12
08.05.2011,10.07.2009,SE,P4579,Heavy-Duty Parka,VO,C83000,308.83,USD,3,R5
12.11.2010,19.06.2009,NO,P5514,Heavy-Duty Parka,RO,C77796,224.96,EUR,81,R18
09.10.2011,14.11.2009,NO,P5920,Waterproof Parka,VO,C60167,469.52,CNY,85,R11
19.08.2011,11.04.2009,FI,P6025,Winter Parka,VO,C67180,97.9,JPY,15,R13
01.09.2011,18.11.2011,IT,P3586,Waterproof Parka,VO,C36521,777.73,JPY,46,R11
10.12.2009,26.01.2011,ES,P4392,Lightweight Parka,VO,C90700,616.8,USD,21,R19
11.07.2009,05.05.2009,FI,P6759,Heavy-Duty Parka,VO,C46407,738.64,EUR,21,R38
16.09.2009,13.08.2010,DE,P4989,Lightweight Parka,VO,C97457,726.51,CNY,61,R2
08.02.2009,18.05.2011,SE,P3230,Heavy-Duty Parka,RO,C48898,904.01,EUR,43,R22
05.03.2009,11.09.2010,NO,P2906,Waterproof Parka,VO,C33471,879.09,USD,26,R5
11.05.2011,15.10.2010,NO,P7747,Lightweight Parka,RO,C68495,823.8,USD,9,R37
30.07.2009,16.07.2009,FR,P9221,Lightweight Parka,VO,C52988,717.67,INR,11,R14
13.08.2009,04.07.2009,SE,P7469,Waterproof Parka,VO,C80827,508.85,USD,58,R45
30.11.2010,23.01.2010,SE,P5466,Winter Parka,VO,C77156,279.56,JPY,67,R41
06.05.2011,03.06.2009,PL,P7177,Heavy-Duty Parka,RO,C58543,26.13,INR,53,R30
16.05.2009,03.08.2010,SE,P8085,Waterproof Parka,VO,C96490,452.29,INR,5,R41
15.03.2010,27.03.2011,NO,P3238,Waterproof Parka,RO,C14055,983.89,JPY,46,R11
06.01.2009,13.06.2009,FI,P9683,Waterproof Parka,VO,C20008,71.4,JPY,30,R43
27.12.2011,28.11.2011,FR,P2530,Winter Parka,VO,C95335,519.7,USD,47,R2
06.02.2010,18.06.2011,RU,P3277,Winter Parka,RO,C31623,376.45,CNY,21,R18
23.09.2011,13.08.2009,FR,P4305,Heavy-Duty Parka,VO,C41112,997.84,CNY,28,R34
21.07.2009,12.10.2010,FR,P6445,Heavy-Duty Parka,VO,C41725,424.29,JPY,60,R11
12.09.2009,21.05.2011,DE,P9492,Waterproof Parka,RO,C22326,230.08,JPY,22,R41
16.12.2011,07.06.2011,FI,P9543,Heavy-Duty Parka,VO,C57378,81.89,INR,84,R7
07.07.2011,23.03.2011,IT,P6353,Lightweight Parka,VO,C56056,570.56,USD,62,R37
29.01.2010,22.01.2011,DE,P1564,Winter Parka,RO,C63782,849.47,USD,14,R22
13.10.2011,19.09.2011,DE,P3086,Winter Parka,RO,C31829,316.24,INR,75,R2
28.04.2009,11.12.2010,SE,P3749,Lightweight Parka,RO,C92163,272.12,INR,62,R31
13.08.2011,16.07.2009,ES,P3924,Winter Parka,VO,C82881,931.73,INR,58,R22
04.11.2011,28.05.2010,DE,P7944,Waterproof Parka,VO,C25128,108.21,EUR,91,R22
04.04.2009,21.02.2009,NO,P1268,Waterproof Parka,RO,C93117,129.74,USD,7,R31
02.06.2010,11.03.2010,IT,P5139,Waterproof Parka,RO,C15134,864.2,EUR,51,R43
19.12.2010,22.09.2011,IT,P9195,Winter Parka,RO,C21529,705.8,JPY,83,R14
22.05.2009,16.07.2010,ES,P2029,Heavy-Duty Parka,RO,C80027,397.09,INR,46,R11
22.12.2009,20.01.2011,DE,P3163,Waterproof Parka,RO,C73379,232.0,USD,20,R14
15.05.2011,08.11.2011,PL,P3933,Winter Parka,VO,C32652,285.06,CNY,89,R22
22.06.2010,04.01.2009,PL,P5430,Winter Parka,RO,C42814,522.79,JPY,40,R5
26.09.2010,03.02.2010,FI,P7163,Waterproof Parka,VO,C66511,88.23,INR,28,R39
08.05.2010,07.05.2010,NO,P4280,Waterproof Parka,VO,C13187,949.96,INR,19,R1
18.01.2009,11.04.2010,DE,P7471,Heavy-Duty Parka,RO,C73311,232.49,CNY,2,R48
23.02.2009,16.04.2009,PL,P5026,Winter Parka,RO,C68244,476.44,INR,30,R12
14.12.2011,13.10.2010,RU,P3042,Winter Parka,RO,C82423,467.72,EUR,94,R26
11.02.2009,13.07.2010,RU,P3860,Waterproof Parka,VO,C16096,164.45,USD,67,R30
23.03.2010,22.01.2009,PL,P7372,Waterproof Parka,VO,C79966,467.8,CNY,52,R7
17.07.2010,12.11.2011,DE,P8206,Waterproof Parka,VO,C15710,598.25,EUR,7,R47
25.03.2010,01.05.2009,FR,P3860,Waterproof Parka,RO,C84302,691.88,INR,7,R14
02.11.2011,24.11.2010,FR,P7555,Winter Parka,VO,C76807,748.2,CNY,50,R20
26.07.2011,13.04.2011,RU,P1179,Heavy-Duty Parka,VO,C83121,597.75,EUR,52,R41
20.05.2011,27.03.2010,NO,P9060,Heavy-Duty Parka,VO,C88436,419.76,JPY,95,R1
